,Цена,Латитуда,Лонгитуда,Бројнасоби,Квадратура,Бројнаспратови,Греење,Дворнаповршина,Типнадомот,Состојба,Опрема,Бројнабалкони,Бројнабањи,Подрум,Бројнапаркинг/гаража,Ориентација,Годинанаградба,Адреса,Годинанареновирање
723,33660€,42.013646,21.32586,3,96m²,1спрат,Струја,220m²,Дуплекс-Лепенакуќа,Стара,Празен,1Тераса,1,Да,1Паркинг,Запад,1975,СКОПЈЕ,
724,20000€,41.14712,22.507161,25,1m²,Приземје,Струја,1m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,1,Не,1Паркинг,Исток,2009,Furka,2009
725,80240€,41.9870695865131,21.4519291484375,,,Високоприземје,,,,,,,,Не,,,,,
726,58900€,42.3011788972332,23.8076101695418,5,164m²,2спрата,Струја,1115m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,Тераса+1Балкон,2,Не,1Паркинг,Југ,2007,,
727,1€,42.0010416117315,21.497622698792,12,340m²,Високоприземје,Друго,550m²,Мултисемејнакуќа,Нова,Празен,3Балкони,3,Да,1Паркинг,Југозапад,1990,Palmirotoljati93a,
728,1МКД,41.9870695865131,21.4519291484375,5,120m²,Приземје,Струја,500m²,Двo-семејнакуќа,Реновирана,Наместен,Нема,2,Не,3Паркингместа,Југоисток,,PalmiroToljati188,
729,340000€,41.991502,21.39781,10,450m²,3спрата,Струја,130m²,Двo-семејнакуќа,Реновирана,Празен,Повеќеод5балкони,Повеќеод4,Да,2Паркингместа,Југоисток,,Taftalidze,
730,355000€,42.009423,20.971549,7,,2спрата,Друго,1804m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,2,Да,4Паркингместа,Југоисток,,,
731,130000€,42.009423,20.971549,6,208m²,2спрата,Дрва,123m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,2,Да,1Паркинг,Југоисток,,Potok,
732,80000€,41.9565813959059,21.4807016306066,5,110m²,3спрата,Друго,50m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,3Балкони,2,Да,2Паркингместа,Североисток,1992,Jablanica12a,2011
733,75000€,41.966811,22.781396,7,100m²,2спрата,Дрва,380m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,3Балкони,1,Да,2Паркингместа,Југозапад,1990,UlKlimentOhridski,
734,230000€,41.111733,20.798579,4,178m²,3спрата,Друго,/m²,Дуплекс-Лепенакуќа,Стара,Полунаместен,2Балкони,3,Да,1Паркинг,Запад,,ohrid,
735,1€,41.111733,20.798579,45,164m²,2спрата,Струја,230m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,2,Не,4Паркингместа,Југоисток,1989,МАРКОНЕСТОРОСКИБР5,1998
736,67000€,41.111733,20.798579,6,129m²,2спрата,Друго,315m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,1Балкон,1,Да,2Паркингместа,Југ,,охрид,
737,85000€,41.111733,20.798579,5,128m²,1спрат,Централно,613m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,2Балкони,1,Не,Гаража+Повеќеод4паркингместа,Југоисток,,ДолноЛакочереј,2020
738,1€,42.013646,21.32586,10,250m²,3спрата,Струја,300m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,3Балкони,4,Да,1Паркинг,Север,1990,GjorcePetrov,1990
739,1€,41.9870695865131,21.4519291484375,2,100m²,2спрата,Дрва,500m²,Двo-семејнакуќа,Стара,Наместен,1Балкон,1,Да,1Паркинг,Југ,1975,Tresonche,
740,1111€,41.931839,21.502835,6,170m²,3спрата,Струја,300m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,2Балкони,3,Да,Гаража+Повеќеод4паркингместа,Североисток,2014,savakovacevic,2014
741,250000€,41.9870695865131,21.4519291484375,6,210m²,2спрата,Централно,650m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,1Балкон,2,Не,Гаража+Повеќеод4паркингместа,Запад,1992,ТодорЧангов,2018
742,По договор,42.013646,21.32586,6,120m²,2спрата,Централно,60m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,2Балкони,2,Да,Гаража+1Паркинг,Југ,,BorisSarafovbr62,
743,130000€,42.0100894001358,21.4428278634561,10,118m²,Приземје,Струја,243m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,2,Не,1Паркинг,Југоисток,,KostaAbrasevic,
744,По договор,41.6144286503634,41.6144286503634,6,200m²,2спрата,Друго,150m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,2Балкони,2,Да,2Паркингместа,Запад,,ohrid,
745,115€,41.9870695865131,21.4519291484375,6,200m²,2спрата,Друго,300m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,Тераса+2Балкони,2,Да,Гаража+1Паркинг,Југ,1970,PandoKljasev,1980
746,85000€,41.111733,20.798579,6,157m²,1спрат,Друго,311m²,Еднасемејнакуќа-Самостојна,Стара,Празен,2Балкони,3,Не,1Гаража,Исток,,UlPetrinovoblizinanakasarnata,
747,По договор,41.7881029850813,20.9154995670542,10,480m²,3спрата,Струја,700m²,Двo-семејнакуќа,Стара,Празен,5Балкони,2,Да,2Паркингместа,Југ,,Беличицабр125,
748,130000€,42.132926,21.715878,8,216m²,2спрата,Дрва,200m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Балкон,2,Да,2Паркингместа,Запад,95,Ulđorčepetrovbr14,
749,82000€,41.954383876582,21.5206718444824,8,100m²,1спрат,Друго,300m²,Еднасемејнакуќа-Самостојна,Воградба,Празен,3Балкони,2,Да,Повеќеод4паркингместа,Исток,,Lisice,
750,62000€,42.135436288612,21.7095287769392,4,109m²,2спрата,Струја,39m²,Еднасемејнакуќа-Самостојна,Стара,Полунаместен,1Балкон,1,Да,1Паркинг,Југ,,radekoncar3,
751,По договор,42.1057369236388,21.7194557189941,6,150m²,2спрата,Дрва,90m²,Еднасемејнакуќа-Самостојна,Реновирана,Празен,1Тераса,2,Да,Гаража+2Паркингместа,Запад,,JNA98,
752,80000€,41.715954,21.770997,7,170m²,2спрата,Струја,25m²,Двo-семејнакуќа,Реновирана,Наместен,1Балкон,1,Да,Нема,Исток,1990,Krusevska23,2007
753,100€,41.949632,21.502494,15,45m²,Високоприземје,Друго,200m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Тераса,1,Да,2Паркингместа,Исток,1984,ТодорЧангов,
754,150000€,41.801881,20.913259,7,100m²,1спрат,Нема,500m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,1Балкон,1,Да,1Паркинг,Исток,,BogeVeljanoski79Gostivar,
755,65000€,41.173346,20.677493,7,220m²,2спрата,Дрва,900m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,3Балкони,1,Не,1Гаража,Југ,,SeloMisleshevo,
756,1€,41.111733,20.798579,45,200m²,2спрата,Друго,50m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,5Балкони,2,Да,4Паркингместа,Југ,,1maj37ohrid,
757,1€,41.949632,21.502494,5,300m²,1спрат,Струја,150m²,Еднасемејнакуќа-Самостојна,Реновирана,Полунаместен,2Балкони,2,Да,Гаража+1Паркинг,Југоисток,1970,СирмаВојвода12АЛисиче,2008
758,1€,42.013646,21.32586,4,140m²,1спрат,Централно,500m²,Еднасемејнакуќа-Самостојна,Нова,Наместен,4Балкони,2,Не,Гаража+1Паркинг,Исток,2011,Волково,
759,130000€,42.013646,21.32586,4,115m²,Приземје,Дрва,320m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,3Балкони,1,Да,2Паркингместа,Исток,2010,Gjorche/KuzmanKapidan,2020
760,49990€,41.715954,21.770997,5,160m²,2спрата,Дрва,10m²,Двo-семејнакуќа,Нова,Наместен,Тераса+1Балкон,2,Не,Нема,Исток,2018,,
761,63000€,41.9870695865131,21.4519291484375,5,120m²,2спрата,Централно,130m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Балкон,2,Не,1Паркинг,Југоисток,1990,vlae,2015
762,1€,41.111733,20.798579,25,200m²,2спрата,Струја,00m²,Еднасемејнакуќа-Самостојна,Стара,Наместен,3Балкони,1,Да,3Паркингместа,Југ,,Ul1majbr37ohrid,
763,По договор,41.9870695865131,21.4519291484375,5,100m²,Високоприземје,Дрва,500m²,Еднасемејнакуќа-Самостојна,Стара,Празен,1Балкон,1,Да,Гаража+1Паркинг,Запад,,СкопјеЃорчеПетров,
764,40€,41.218558,20.763343,45,90m²,2спрата,Дрва,120m²,Вила,Реновирана,Наместен,2Балкони,1,Да,Повеќеод4паркингместа,Југозапад,,Velmej,
765,320000€,41.111733,20.798579,10,300m²,3спрата,Друго,600m²,Еднасемејнакуќа-Самостојна,Нова,Полунаместен,4Балкони,3,Не,Повеќеод4паркингместа,Југоисток,,ohrid,
766,1€,41.9962600952428,21.501138750278,4,83m²,Високоприземје,Друго,118m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,1Тераса,1,Не,1Паркинг,Југ,,SprotipostavoMadzari,
767,1€,42.0022303060653,21.3859465895271,11,340m²,3спрата,Струја,400m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Тераса+4Балкони,4,Да,2Паркингместа,Југ,,Briselska43,
768,1МКД,41.715954,21.770997,5,24325m²,1спрат,Дрва,2222222m²,Еднасемејнакуќа-Самостојна,Реновирана,Наместен,Нема,1,Да,1Гаража,Југ,1632,БогданПрличков,1783
769,По договор,41.9870695865131,21.4519291484375,8,205m²,2спрата,Централно,549m²,Дуплекс-Лепенакуќа,Стара,Празен,Тераса+1Балкон,2,Да,Гаража+Повеќеод4паркингместа,Северозапад,1975,Жданец,
770,48000€,41.03091647745,21.332555377239,5,100m²,Високоприземје,Нема,200m²,Дуплекс-Лепенакуќа,Стара,Наместен,Нема,1,Да,1Паркинг,Југ,,,
771,155000€,42.052075,21.450415,13,300m²,3спрата,Друго,500m²,Еднасемејнакуќа-Самостојна,Стара,Празен,4Балкони,2,Да,2Паркингместа,Југоисток,,radisani,
772,42000€,42.009423,20.971549,4,104m²,1спрат,Друго,63m²,Еднасемејнакуќа-Самостојна,Стара,Празен,Нема,1,Не,Нема,Југоисток,,,
