,Цена,Латитуда,Лонгитуда,Марка,Модел,Година,Гориво,Менувач,Каросерија,Боја,Регистрација,Регистриранадо,Силанамоторот,Kласанаемисија,Километри
3857,3800€,41.346182,21.553379,Mercedes-Benz,200,2001,Дизел,Рачен,Седани,Зелена,Македонска,052021,85kw/116ks,Останато,170000
3858,По договор,41.978187,21.427388,VWVolkswagen,Passat,2012,Дизел,Рачен,Седани,Златна,Македонска,082020,110kw/150ks,Еуро5,190000
3859,2500€,41.9870695865131,21.4519291484375,Citroen,XsaraPicasso,2003,Дизел,Рачен,Хеџбек,Сина,Македонска,062020,66kw/90ks,Еуро4,200000
3860,2450€,41.9870695865131,21.4519291484375,Seat,Ibiza,2002,Дизел,Рачен,Хеџбек,Сива,Македонска,092020,74kw/101ks,Еуро3,200000
3861,По договор,41.9870695865131,21.4519291484375,Toyota,LandCruiser,2018,Дизел,Рачен,Теренци-SUV,Црна,Македонска,042018,222kw/302ks,Еуро6,
3862,1300€,42.009423,20.971549,Opel,Tigra,1998,Бензин/Плин,Рачен,Купеа,Црна,Македонска,112020,66kw/90ks,Останато,200000
3863,5000€,41.801881,20.913259,Opel,Zafira,2006,Дизел,Автоматски,Моноволумен,Сина,Македонска,122020,110kw/150ks,Еуро4,190000
3864,5500€,41.991502,21.39781,Seat,Mii,2012,Бензин,Рачен,Maлиградски,Бела,Македонска,112020,60kw/82ks,Еуро6,60000
3865,1€,41.9870695865131,21.4519291484375,Opel,Frontera,2001,Бензин,Рачен,Хеџбек,Црна,Македонска,072019,1kw/1ks,Еуро2,25000
3866,500€,41.173346,20.677493,Skoda,Felicia,1994,Бензин/Плин,Рачен,Каравани,Бела,Македонска,012021,55kw/75ks,Останато,130000
3867,950€,41.9870695865131,21.4519291484375,Opel,Omega,1997,Бензин/Плин,Рачен,Седани,Златна,Македонска,062020,100kw/136ks,Еуро2,300000
3868,800€,41.801881,20.913259,Mitsubishi,Colt,1995,Бензин,Рачен,Maлиградски,Жолта,Македонска,062019,55kw/75ks,Еуро2,200000
3869,1€,41.9870695865131,21.4519291484375,Mercedes-Benz,200,2002,Бензин/Плин,Рачен,Седани,Бела,Македонска,052019,110kw/150ks,,200000
3870,650€,41.9870695865131,21.4519291484375,Opel,Omega,1992,Бензин/Плин,Автоматски,Седани,Бела,Македонска,052019,85kw/116ks,Еуро1,250000
3871,2250€,41.9870695865131,21.4519291484375,Opel,Corsa,2001,Бензин,Рачен,Maлиградски,Сива,Македонска,052020,55kw/75ks,Останато,160000
3872,7500€,41.9870695865131,21.4519291484375,BMW,320,2006,Бензин,Рачен,Седани,Сива,Македонска,122020,1kw/1ks,Останато,110000
3873,1500€,41.924335,22.404964,Opel,Astra,2000,Дизел,Рачен,Хеџбек,Сива,Македонска,082020,60kw/82ks,Еуро4,200000
3874,9300€,41.440569,22.639528,BMW,525,2008,Дизел,Автоматски,Седани,Црна,Македонска,032021,145kw/197ks,Еуро4,250000
3875,4700€,41.978187,21.427388,Opel,Vectra,2006,Бензин/Плин,Рачен,Седани,Сива,Македонска,112020,105kw/143ks,Еуро1,190000
3876,4000€,41.51282,20.96083,BMW,318,2002,Бензин/Плин,Рачен,Седани,Црна,Македонска,022021,105kw/143ks,Еуро3,250000
3877,3490€,41.346182,21.553379,Opel,Astra,2005,Дизел,Рачен,Седани,Сива,Странска,052019,74kw/101ks,,200000
3878,4300€,41.440569,22.639528,Citroen,C3Picasso,2010,Дизел,Рачен,Моноволумен,Бела,Македонска,012019,88kw/120ks,Еуро4,140000
3879,2600€,41.440569,22.639528,Citroen,C5,2007,Дизел,Рачен,Седани,Златна,Странска,102019,130kw/177ks,Еуро4,160000
3880,1600€,41.438304,22.004864,VWVolkswagen,Golf,1994,Дизел,Рачен,Каравани,Зелена,Македонска,082020,66kw/90ks,Еуро3,130000
3881,1€,41.173346,20.677493,Hyundai,Galloper,2000,Дизел,Рачен,Теренци-SUV,Сина,Македонска,012021,80kw/109ks,Еуро2,20000
3882,1300€,41.801881,20.913259,Renault,Espace,2004,Дизел,Рачен,Моноволумен,Зелена,Македонска,032019,130kw/177ks,Еуро4,200000
3883,По договор,41.346182,21.553379,Peugeot,107,2006,Бензин,Рачен,Maлиградски,Сина,Странска,052020,50kw/68ks,Еуро4,140000
3884,1€,42.132926,21.715878,Mercedes-Benz,E280,2008,Дизел,Автоматски,Седани,Сина,Македонска,072020,140kw/190ks,,200000
3885,2€,41.9823085424801,21.5921747863444,Peugeot,308,2008,Дизел,Рачен,Седани,Црна,Македонска,032021,80kw/109ks,Еуро5,200000
3886,5000€,41.031728,21.329358,Audi,A4,2006,Дизел,Рачен,Каравани,Сива,Македонска,022021,103kw/140ks,Еуро4,190000
3887,По договор,41.9870695865131,21.4519291484375,VWVolkswagen,Touran,2008,Дизел,Рачен,Моноволумен,Црна,Македонска,112020,77kw/105ks,Еуро5,200000
3888,2100€,41.9870695865131,21.4519291484375,VWVolkswagen,Другмодел,2000,Дизел,Автоматски,Каравани,Сива,Македонска,092020,110kw/150ks,Останато,
3889,1900€,41.884235,22.515181,Citroen,XsaraPicasso,2001,Дизел,Рачен,Каравани,Сива,Македонска,102021,66kw/90ks,,200000
3890,3000€,42.0768332158365,22.1770268046875,VWVolkswagen,Passat,2010,Дизел,Рачен,Каравани,Сина,Странска,072020,148kw/201ks,Еуро5,120000
3891,2800€,41.9870695865131,21.4519291484375,BMW,725,1996,Дизел,Рачен,Седани,Сива,Македонска,092018,105kw/143ks,Останато,250000
3892,250€,41.9705701778581,21.4644742810613,Daewoo,Nexia,1996,Бензин/Плин,Рачен,Седани,Сива,Македонска,022018,66kw/90ks,Еуро5,170000
3893,2200€,41.9870695865131,21.4519291484375,Opel,Corsa,2003,Бензин,Рачен,Maлиградски,Црвена,Македонска,052021,55kw/75ks,Еуро4,190000
3894,1400€,41.346182,21.553379,Hyundai,Accent,2000,Бензин/Плин,Рачен,Седани,,Македонска,042021,55kw/75ks,Еуро3,140000
3895,7€,41.3341958313707,21.5589499481239,BMW,120,2007,Дизел,Рачен,Maлиградски,Зелена,Македонска,102020,120kw/163ks,Еуро4,250000
3896,9500€,41.346182,21.553379,VWVolkswagen,Golf,2011,Дизел,Рачен,Maлиградски,Црна,Македонска,022021,103kw/140ks,Еуро5,180000
3897,2500€,41.635743,22.470056,Peugeot,607,2001,Дизел,Автоматски,Седани,Сива,Македонска,042020,98kw/133ks,Еуро4,250000
3898,По договор,41.484224,22.089622,Opel,Astra,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,042021,74kw/101ks,Еуро4,180000
3899,1000€,41.346182,21.553379,Fiat,Punto,1997,Дизел,Рачен,Maлиградски,Бела,Македонска,052021,51kw/69ks,Останато,140000
3900,2500€,42.009423,20.971549,Fiat,Punto,2004,Бензин/Плин,Рачен,Maлиградски,Црна,Македонска,052020,37kw/50ks,Еуро4,120000
3901,5800€,41.967228,20.980786,BMW,320,2006,Дизел,Рачен,Седани,Црна,Македонска,032021,80kw/109ks,Еуро4,200000
3902,3300€,41.949632,21.502494,Seat,Ibiza,2008,Дизел,Рачен,Хеџбек,Сина,Македонска,122020,59kw/80ks,Еуро4,170000
3903,По договор,41.801881,20.913259,Mercedes-Benz,Sprinter,2006,Дизел,Автоматски,Останато,Жолта,Македонска,,,,
3904,1€,41.9870695865131,21.4519291484375,Audi,A6,2008,Дизел,Автоматски,Каравани,Црна,Македонска,072020,176kw/239ks,Еуро4,190000
3905,500€,42.132926,21.715878,Suzuki,Swift,1997,Бензин,Рачен,Седани,Црвена,Македонска,082019,50kw/68ks,Останато,140000
3906,8300€,42.009423,20.971549,VWVolkswagen,Golf,2012,Дизел,Рачен,Хеџбек,Сива,Македонска,012021,0kw/0ks,Останато,180000
3907,1300€,41.9870695865131,21.4519291484375,Audi,A4,1998,Дизел,Рачен,Каравани,Сива,Македонска,092020,80kw/109ks,Еуро3,250000
3908,1000€,41.9844364078553,20.9690496002933,Peugeot,106,2000,Бензин,Рачен,Maлиградски,Сива,Македонска,062020,35kw/48ks,Останато,15000
3909,По договор,41.966811,22.781396,Mercedes-Benz,C180,1994,Бензин/Плин,Рачен,Седани,Црна,Македонска,022021,90kw/122ks,Еуро3,200000
3910,4300€,41.440569,22.639528,Citroen,GrandC4Picasso,2008,Дизел,Рачен,,Сива,Македонска,062021,82kw/111ks,Еуро4,200000
3911,По договор,41.9870695865131,21.4519291484375,Renault,Modus,2006,Дизел,Рачен,Седани,Сина,Македонска,042020,0kw/0ks,Еуро3,
3912,7700€,42.132926,21.715878,Mercedes-Benz,E200,2007,Дизел,Рачен,Седани,Сива,Македонска,102021,100kw/136ks,Еуро4,250000
3913,88€,41.5185665153956,20.5240165396118,VWVolkswagen,Polo,1997,Дизел,Рачен,Maлиградски,Црна,Македонска,032021,47kw/64ks,Еуро3,170000
3914,5800€,42.009423,20.971549,VWVolkswagen,Passat,2008,Дизел,Автоматски,Каравани,Сива,Македонска,062020,103kw/140ks,Еуро4,180000
3915,3200€,41.9870695865131,21.4519291484375,Seat,Ibiza,2005,Бензин/Плин,Рачен,Maлиградски,Сива,Македонска,012021,55kw/75ks,Останато,130000
3916,1900€,41.884235,22.515181,Renault,Laguna,2003,Дизел,Рачен,,Црна,Македонска,122020,19kw/26ks,Еуро3,10000
3917,3300€,41.346182,21.553379,BMW,320,2001,Дизел,Рачен,Седани,Црна,Македонска,032022,100kw/136ks,Останато,190000
3918,2000€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,1985,Бензин,Рачен,Maлиградски,Црвена,Македонска,022021,102kw/139ks,Еуро1,45000
3919,1€,41.9870695865131,21.4519291484375,Mercedes-Benz,E350,2009,Дизел,Автоматски,Седани,Црна,Македонска,102020,170kw/231ks,Еуро5,200000
3920,1€,42.00877,21.45126,Citroen,C4,2008,Бензин,Рачен,Хеџбек,,Македонска,042021,65kw/88ks,Еуро4,130000
3921,3500€,42.00877,21.45126,Mazda,3,2004,Дизел,Рачен,Хеџбек,Црна,Македонска,022020,80kw/109ks,,150000
3922,По договор,41.484224,22.089622,VWVolkswagen,Golf,2014,Дизел,Рачен,Хеџбек,Црна,Странска,122021,81kw/110ks,Еуро5,130000
3923,1€,41.9984891142561,21.4426222654276,Peugeot,207,2006,Дизел,Рачен,Хеџбек,Црна,Македонска,042018,66kw/90ks,,150000
3924,2990€,41.949632,21.502494,Lancia,Ypsilon,2009,Бензин,Рачен,Maлиградски,Сива,Македонска,122020,44kw/60ks,Еуро4,110000
3925,2150€,41.9870695865131,21.4519291484375,Ford,Fiesta,2003,Дизел,Рачен,Хеџбек,Сива,Македонска,062020,50kw/68ks,Останато,180000
3926,10900€,41.440569,22.639528,Skoda,Octavia,2014,Дизел,Рачен,Седани,Бела,Македонска,072020,77kw/105ks,Еуро6,95000
3927,3950€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2004,Дизел,Рачен,Хеџбек,Црна,Македонска,112020,105kw/143ks,Еуро4,200000
3928,3600€,42.00877,21.45126,Dacija,Berlina,2010,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,122020,55kw/75ks,Еуро3,20000
3929,1€,41.111733,20.798579,Audi,100,1980,Бензин/Плин,Автоматски,Maлиградски,Сива,Македонска,012020,10kw/14ks,,
3930,2700€,41.438304,22.004864,VWVolkswagen,Passat,2002,Дизел,Рачен,Каравани,Сива,Македонска,022019,75kw/102ks,Еуро4,350000
3931,3150€,41.949632,21.502494,AlfaRomeo,Alfa147,2007,Дизел,Рачен,Хеџбек,Сива,Македонска,042021,120kw/163ks,Еуро4,200000
3932,3100€,41.966811,22.781396,BMW,330,2003,Дизел,Автоматски,Каравани,Сина,Македонска,052021,1kw/1ks,Еуро3,250000
3933,1400€,41.994543,22.181289,Citroen,Xsara,2004,Дизел,Рачен,Каравани,Сива,Странска,102019,80kw/109ks,Еуро3,190000
3934,По договор,41.484224,22.089622,Opel,Astra,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,042021,74kw/101ks,Еуро4,190000
3935,2200€,41.924335,22.404964,Rover,216,1994,Бензин/Плин,Рачен,Купеа,Сина,Македонска,072020,82kw/111ks,Еуро3,15000
3936,3000€,41.9870695865131,21.4519291484375,BMW,530,2001,Дизел,Рачен,Седани,Сива,Македонска,112020,141kw/192ks,Еуро4,250000
3937,300€,41.924335,22.404964,Zastava,128,1990,Бензин/Плин,Рачен,Maлиградски,Црвена,Македонска,072019,55kw/75ks,Еуро1,120000
3938,200€,41.924335,22.404964,Renault,Scenic,1997,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,062019,66kw/90ks,Еуро3,95000
3939,260€,41.9246319992198,22.4280738830566,Renault,R11,1986,Бензин/Плин,Рачен,Хеџбек,Црна,Македонска,072018,44kw/60ks,,140000
3940,16500МКД,41.924335,22.404964,Yugo,55,1990,Бензин,Рачен,Maлиградски,Црвена,Македонска,052019,45kw/61ks,Еуро2,130000
3941,10€,41.924335,22.404964,Fiat,Punto,2002,Бензин,Рачен,Хеџбек,Бела,Македонска,052019,66kw/90ks,,110000
3942,14000МКД,41.924335,22.404964,Lada,110,2003,Бензин/Плин,Рачен,Хеџбек,Сива,Македонска,022019,66kw/90ks,Еуро2,150000
3943,3350€,42.00877,21.45126,Mercedes-Benz,A180,2005,Дизел,Рачен,Maлиградски,Црна,Македонска,022020,80kw/109ks,,120000
3944,1€,41.346182,21.553379,VWVolkswagen,Golf,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,012020,77kw/105ks,Еуро4,160000
3945,1€,41.924335,22.404964,Dacija,Другмодел,2010,Бензин,Рачен,Теренци-SUV,Златна,Странска,112018,84kw/114ks,,90000
3946,4100€,42.205478,22.333429,VWVolkswagen,GolfPlus,2005,Дизел,Рачен,Хеџбек,Сива,Македонска,042020,77kw/105ks,Еуро4,200000
3947,По договор,41.346182,21.553379,Citroen,C2,2006,Бензин,Рачен,Maлиградски,Црна,Странска,032020,44kw/60ks,Еуро4,140000
3948,1650€,41.438304,22.004864,VWVolkswagen,Polo,2001,Бензин,Рачен,Хеџбек,Сива,Македонска,102020,92kw/125ks,Останато,200000
3949,3400€,42.052075,21.450415,Fiat,Croma,2006,Дизел,Автоматски,Моноволумен,Златна,Македонска,112020,147kw/200ks,Еуро4,200000
3950,1500€,41.9870695865131,21.4519291484375,VWVolkswagen,NewBeetle,2001,Бензин/Плин,Рачен,Останато,Црна,Македонска,082020,89kw/121ks,Еуро3,190000
3951,3400€,42.205478,22.333429,Opel,Astra,2004,Дизел,Рачен,Хеџбек,Сива,Македонска,042020,74kw/101ks,Еуро4,100000
3952,10000€,41.9870695865131,21.4519291484375,VWVolkswagen,Golf,2010,Дизел,Рачен,Maлиградски,Сива,Македонска,122021,125kw/170ks,Еуро5,190000
